"","Full Date w/ R","variable","value"
"133",2016-01-06 12:00:00,"Method One",0.000405252214510802
"134",2016-01-06 13:00:00,"Method One",0.000863489500500418
"135",2016-01-06 14:00:00,"Method One",0.000863489500500418
"136",2016-01-06 15:00:00,"Method One",0.000320417869934033
"137",2016-01-06 16:00:00,"Method One",0.000863489500500418
"138",2016-01-06 17:00:00,"Method One",0.000439804892900077
"139",2016-01-06 18:00:00,"Method One",0.000111800716262303
"140",2016-01-06 19:00:00,"Method One",0.000462954157944018
"141",2016-01-06 20:00:00,"Method One",0.000788914324617737
"142",2016-01-06 21:00:00,"Method One",0.000405252214510802
"143",2016-01-06 22:00:00,"Method One",0.000863489500500418
"144",2016-01-06 23:00:00,"Method One",0.000252440817985156
"145",2016-01-07 00:00:00,"Method One",0.00202316401447739
"146",2016-01-07 01:00:00,"Method One",0.000357109883770338
"147",2016-01-07 02:00:00,"Method One",0.000267776930540818
"148",2016-01-07 03:00:00,"Method One",0.000357109883770338
"149",2016-01-07 04:00:00,"Method One",0.00202316401447739
"150",2016-01-07 05:00:00,"Method One",0.00085953636383909
"151",2016-01-07 06:00:00,"Method One",0.000405252214510802
"152",2016-01-07 07:00:00,"Method One",0.000462954157944018
"153",2016-01-07 08:00:00,"Method One",0.000462954157944018
"154",2016-01-07 09:00:00,"Method One",0.000439804892900077
"155",2016-01-07 10:00:00,"Method One",0.000405252214510802
"156",2016-01-07 11:00:00,"Method One",0.000312223548898047
"157",2016-01-07 12:00:00,"Method One",0.000863489500500418
"158",2016-01-07 13:00:00,"Method One",0.000320417869934033
"159",2016-01-07 14:00:00,"Method One",0.00085953636383909
"160",2016-01-07 15:00:00,"Method One",0.00085953636383909
"161",2016-01-07 16:00:00,"Method One",0.00085953636383909
"162",2016-01-07 17:00:00,"Method One",0.000312223548898047
"163",2016-01-07 18:00:00,"Method One",0.000405252214510802
"164",2016-01-07 19:00:00,"Method One",0.000405252214510802
"165",2016-01-07 20:00:00,"Method One",0.000405252214510802
"166",2016-01-07 21:00:00,"Method One",0.000863489500500418
"167",2016-01-07 22:00:00,"Method One",0.000381002395404921
"168",2016-01-07 23:00:00,"Method One",0.000708534557558494
"169",2016-01-08 00:00:00,"Method One",0.000715860000939111
"170",2016-01-08 01:00:00,"Method One",2.12349761491826e-05
"171",2016-01-08 02:00:00,"Method One",2.12349761491826e-05
"172",2016-01-08 03:00:00,"Method One",2.12349761491826e-05
"173",2016-01-08 04:00:00,"Method One",2.12349761491826e-05
"174",2016-01-08 05:00:00,"Method One",9.91858860116062e-05
"175",2016-01-08 06:00:00,"Method One",0.000645174691458848
"176",2016-01-08 07:00:00,"Method One",0.000312223548898047
"177",2016-01-08 08:00:00,"Method One",0.000405252214510802
"178",2016-01-08 09:00:00,"Method One",0.000312223548898047
"179",2016-01-08 10:00:00,"Method One",0.000312223548898047
"180",2016-01-08 11:00:00,"Method One",0.000312223548898047
"181",2016-01-08 12:00:00,"Method One",0.0019616594470889
"182",2016-01-08 13:00:00,"Method One",0.000863489500500418
"183",2016-01-08 14:00:00,"Method One",0.000863489500500418
"184",2016-01-08 15:00:00,"Method One",0.000266283567514833
"185",2016-01-08 16:00:00,"Method One",0.000266283567514833
"186",2016-01-08 17:00:00,"Method One",0.000312223548898047
"187",2016-01-08 18:00:00,"Method One",0.000312223548898047
"188",2016-01-08 19:00:00,"Method One",0.000863489500500418
